ticker,name,sic_code,sic_description,market,primary_exchange,market_cap,total_employees,list_date,description
ATHpB,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share, Series B, par value $1.00 per share",6311,LIFE INSURANCE,stocks,XNYS,,1983.0,2019-09-17,"Athene Holding Ltd is a retirement services company. It issues, reinsures, and acquires retirement savings products designed for the increasing number of individuals and institutions seeking to fund r..."
ATHpD,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share, Series D",6311,LIFE INSURANCE,stocks,XNYS,,1983.0,2020-12-14,"Athene Holding Ltd is a retirement services company. It issues, reinsures, and acquires retirement savings products designed for the increasing number of individuals and institutions seeking to fund r..."
ATHpE,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 7.750% Fixed-Rate Reset Perpetual Non-Cumulative Preference Share, Series E",6311,LIFE INSURANCE,stocks,XNYS,,1983.0,2022-12-05,"Athene Holding Ltd is a retirement services company. It issues, reinsures, and acquires retirement savings products designed for the increasing number of individuals and institutions seeking to fund r..."
ATI,ATI Inc.,3317,STEEL PIPE & TUBES,stocks,XNYS,11931495747.24,7700.0,1993-12-03,"ATI Inc supplies specialty metals to various end markets, including aerospace and defense, oil and gas, automotive, and electrical energy, among many others. The company's operating segment includes H..."
ATKR,Atkore Inc.,3690,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",stocks,XNYS,2340132681.2400002,5600.0,2016-06-10,"Atkore Inc is a diversified industrials company and a manufacturer of electrical, mechanical, and safety infrastructure solutions. Atkore has two business segments; Electrical and Safety and Infrastru..."
ATMU,Atmus Filtration Technologies Inc.,3714,MOTOR VEHICLE PARTS & ACCESSORIES,stocks,XNYS,3023846376.5,4500.0,2023-05-26,"Atmus Filtration Technologies Inc manufactures filtration products for on-highway commercial vehicles and off-highway agriculture, construction, mining, and power generation vehicles and equipment. Th..."
ATO,Atmos Energy Corporation,4924,NATURAL GAS DISTRIBUTION,stocks,XNYS,24138438222.079998,5260.0,1983-12-28,"Atmos Energy is the largest publicly traded, fully regulated, pure-play natural gas utility in the United States, serving more than 3 million customers in Texas, Colorado, Kansas, Kentucky, Louisiana,..."
ATR,"AptarGroup, Inc.",3089,"PLASTICS PRODUCTS, NEC",stocks,XNYS,10011769665.199999,13500.0,1993-04-01,"Headquartered in Crystal Lake, Illinois, AptarGroup is a leading global supplier of dispensing systems such as aerosol valves, pumps, closures, and elastomer packaging components to the consumer goods..."
ATS,ATS Corporation,,,stocks,XNYS,2979801949.04,7500.0,2010-08-04,"ATS Corp is a Canada-based company that provides automation systems. The company designs and builds customized automated manufacturing and testing systems for customers, and provides pre- and post-aut..."
ATUS,"Altice USA, Inc. Class A Common Stock",4841,CABLE & OTHER PAY TELEVISION SERVICES,stocks,XNYS,1005548986.4499999,10900.0,2017-06-22,"Altice Europe acquired privately held US cable company Suddenlink in 2015 and Cablevision in 2016. Suddenlink's networks provide television, internet access, and phone services to roughly 4.5 million ..."
AU,AngloGold Ashanti plc,,,stocks,XNYS,23380061297.7,39484.0,1987-07-29,"Anglogold Ashanti PLC is one of the gold miners. The company also produces silver and sulphuric acid as by-products. Its operating divisions are Africa, Australia, and the Americas. The firm generates..."
AUB,Atlantic Union Bankshares Corporation,6022,STATE COMMERCIAL BANKS,stocks,XNYS,4459263674.400001,2125.0,1993-10-06,"Atlantic Union Bankshares Corp is a financial holding company and a bank holding company. Through its community bank subsidiary, the company provides financial services, including banking, trust, and ..."
AUBpA,"Atlantic Union Bankshares Corporation Depositary Shares, Each Representing a 1/400th Interest in a Share of 6.875% Perpetual Non-Cumulative Preferred Stock, Series A",6022,STATE COMMERCIAL BANKS,stocks,XNYS,,2125.0,2020-06-02,"Atlantic Union Bankshares Corp is a financial holding company and a bank holding company. Through its community bank subsidiary, the company provides financial services, including banking, trust, and ..."
AUNA,Auna S.A.,,,stocks,XNYS,470722457.40000004,14842.0,2024-03-22,"Auna SA is a healthcare provider. It operates hospitals and clinics in Mexico, Peru, and Colombia, and provides prepaid healthcare plans in Peru, and dental and vision plans in Mexico. Its network inc..."
AVA,Avista Corporation,4931,ELECTRIC & OTHER SERVICES COMBINED,stocks,XNYS,3005826386.29,1950.0,1972-06-01,"Avista Corp is an electric and natural gas utility company. The company has two business segments including Avista Utilities, which provides electric distribution and transmission, and natural gas dis..."
AVB,"AvalonBay Communities, Inc.",6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,29458823184.839996,3039.0,1994-03-10,"AvalonBay Communities owns a portfolio of 290 apartment communities with over 88,000 units and is developing 19 additional properties with over 6,500 units. The company focuses on owning large, high-q..."
AVD,American Vanguard Corporation,2870,AGRICULTURAL CHEMICALS,stocks,XNYS,125898833.48,755.0,1987-03-03,"American Vanguard Corp is a United States-based diversified specialty and agricultural products company. It manufactures and formulates chemicals for crops, turf and ornamental plants, and human and a..."
AVDE,Avantis International Equity ETF,,,stocks,ARCX,,,2019-09-26,
AVDV,Avantis International Small Cap Value ETF,,,stocks,ARCX,,,2019-09-26,
AVEM,Avantis Emerging Markets Equity ETF,,,stocks,ARCX,,,2019-09-19,
AVES,Avantis Emerging Markets Value ETF,,,stocks,ARCX,,,2021-09-30,
AVGE,Avantis All Equity Markets ETF,,,stocks,ARCX,,,2022-09-29,
AVK,Advent Convertible and Income Fund,,,stocks,XNYS,524928578.05,,2003-04-30,"Advent Convertible & Income Fund is a diversified, closed-end management investment company. The fund's investment objective is to provide total return through a combination of capital appreciation an..."
AVLV,Avantis U.S. Large Cap Value ETF,,,stocks,ARCX,,,2021-09-23,
AVNS,"Avanos Medical, Inc.",3842,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",stocks,XNYS,584523907.2,2227.0,2014-10-21,Avanos Medical Inc is a United States-based company that develops and sells medical devices and related services globally. Its operating and reportable segment provides medical device products to heal...
AVNT,Avient Corporation,2821,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",stocks,XNYS,3438884252.83,9200.0,1994-10-31,"Avient Corp manufactures and sells various chemical and plastic-based products to designers and plastic processors. The firm operates in two segments: Color, Additives and Inks, and Specialty Engineer..."
AVRE,Avantis Real Estate ETF,,,stocks,ARCX,,,2021-09-30,
AVTR,"Avantor, Inc.",3826,LABORATORY ANALYTICAL INSTRUMENTS,stocks,XNYS,9165228967.35,13500.0,2019-05-17,"Avantor Inc provider of products and services to customers in the biopharma, healthcare, education & government, and advanced technologies & applied materials industries. The company has three geograp..."
AVUS,Avantis U.S. Equity ETF,,,stocks,ARCX,,,2019-09-26,
AVUV,Avantis U.S. Small Cap Value ETF,,,stocks,ARCX,,,2019-09-26,
AVY,Avery Dennison Corp.,2670,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),stocks,XNYS,14043458137.32,35000.0,1972-06-01,"Avery Dennison manufactures pressure-sensitive materials, merchandise tags, and labels. The company also runs a specialty converting business that produces radio-frequency identification, or RFID, inl..."
AWAY,Amplify Travel Tech ETF,,,stocks,ARCX,,,2024-01-29,
AWF,"ALLIANCEBERSTEIN GLOBAL HIGH INCOME FUND, INC.",,,stocks,XNYS,930418214.8299999,,1993-07-27,"Alliancebernstein Glb High Inc Fund Inc is a United States-based diversified, closed-end management investment company. Its primary investment objective is to seek high current income, and secondarily..."
AWI,"Armstrong World Industries, Inc.",3089,"PLASTICS PRODUCTS, NEC",stocks,XNYS,6710745876.4800005,3600.0,2006-10-18,"Armstrong World Industries Inc. designs, innovates, and manufactures ceiling and wall solutions in the Americas. The company manufactures and sources products made of numerous materials, including min..."
AWK,"American Water Works Company, Inc",4941,WATER SUPPLY,stocks,XNYS,27264573893.15,6700.0,1947-12-15,"American Water Works is the largest investor-owned US water and wastewater utility, serving approximately 3.5 million customers in 16 states. It provides water and wastewater services to residential, ..."
AWP,abrdn Global Premier Properties Fund,,,stocks,XNYS,341396935.8,,2007-04-26,"Aberdeen Global Premier Properties Fund is a diversified, closed-end management investment company. Its objective is to seek high current income and capital appreciation. It predominantly invests in e..."
AWR,American States Water Company,4941,WATER SUPPLY,stocks,XNYS,2984429442.5,846.0,1972-06-01,"American States Water Co is water and utilities holding company based in California. The segments of the firm include water, electric and contracted services. Within these segments, American States Wa..."
AX,"Axos Financial, Inc. Common Stock",6035,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",stocks,XNYS,4050406516.4999995,1781.0,2005-03-15,"Axos Financial Inc is a bank holding company that operates through its bank subsidiary, BofI Federal Bank, a nationwide bank that provides financing for single and multifamily residential properties, ..."
AXL,"American Axle & Manufacturing Holdings, Inc.",3714,MOTOR VEHICLE PARTS & ACCESSORIES,stocks,XNYS,505502156.28,19000.0,1999-01-29,"American Axle & Mfg Holdings Inc is engaged in manufacturing, engineering, designing, and validation of driveline systems and related components and chassis modules for light trucks, SUVs, crossover v..."
AXP,American Express Company,6199,FINANCE SERVICES,stocks,XNYS,211269579637.2,75100.0,1972-06-01,"American Express is a global financial institution, operating in about 130 countries, that provides consumers and businesses charge and credit card payment products. The company also operates a highly..."
AXS,Axis Capital Holders Limited,6331,"FIRE, MARINE & CASUALTY INSURANCE",stocks,XNYS,8183076327.000001,1876.0,2003-07-01,"Axis Capital Holdings Ltd is a specialty underwriter and provider of insurance and reinsurance solutions with operations in Bermuda, the United States (""U.S.""), Europe, Singapore, and Canada. The comp..."
AXSpE,"AXIS Capital Holdings Limited Depositary Shares, each representing 1/100th interest in a share of the Issuers 5.50% Series E Preferred Shares",6331,"FIRE, MARINE & CASUALTY INSURANCE",stocks,XNYS,,1876.0,2016-11-01,"Axis Capital Holdings Ltd is a specialty underwriter and provider of insurance and reinsurance solutions with operations in Bermuda, the United States (""U.S.""), Europe, Singapore, and Canada. The comp..."
AXTA,Axalta Coating Systems Ltd.,2851,"PAINTS, VARNISHES, LACQUERS, ENAMELS & ALLIED PRODS",stocks,XNYS,6762230218.38,12900.0,2014-11-12,"Axalta Coating Systems Ltd is a manufacturer, marketer and distributor of high-performance coatings systems. It operates in two segments, The Performance Coatings segment provides liquid and powder co..."
AYI,Acuity Inc.,3640,ELECTRIC LIGHTING & WIRING EQUIPMENT,stocks,XNYS,8335682574.56,13200.0,2001-11-28,"Acuity is a leading industrial technology company that offers lighting, lighting controls, and intelligent building solutions. Acuity, Inc. designs, manufactures, and brings to market products and ser..."
AZEK,The AZEK Company Inc.,3089,"PLASTICS PRODUCTS, NEC",stocks,XNYS,7775324536.65,2276.0,2020-06-12,"The AZEK Co Inc is a designer and manufacturer of beautiful, low maintenance and environmentally sustainable products focused on the fast-growing Outdoor Living market. Its portfolio of products inclu..."
AZZ,AZZ Inc.,3470,"COATING, ENGRAVING & ALLIED SERVICES",stocks,XNYS,2780841622.6499996,3684.0,1973-01-02,AZZ Inc is a provider of galvanizing and a variety of metal coating solutions and coil coating solutions to a broad range of end markets in North America. The company's operating segment consists of M...
B,Barrick Mining Corporation,,,stocks,XNYS,34922193198.6,26800.0,1985-02-01,"Based in Toronto, Barrick Gold is one of the world's largest gold miners. In 2024, the firm produced nearly 3.9 million attributable ounces of gold and about 430 million pounds of copper. At year-end ..."
BA,Boeing Company,3721,AIRCRAFT,stocks,XNYS,164003730649.74,172000.0,1952-05-23,"Boeing is a major aerospace and defense firm. It operates in three segments: commercial airplanes; defense, space, and security; and global services. Boeing's commercial airplanes segment competes wit..."
BAB,Invesco Taxable Municipal Bond ETF,,,stocks,ARCX,,,2009-11-17,
BABA,"Alibaba Group Holding Limited American Depositary Shares, each represents eight Ordinary Shares",,,stocks,XNYS,289710117688.92,124320.0,2014-09-19,"Alibaba is the world's largest online and mobile commerce company as measured by gross merchandise volume. It operates China's online marketplaces, including Taobao (consumer-to-consumer) and Tmall (b..."
BABO,YieldMax BABA Option Income Strategy ETF,,,stocks,ARCX,,,2024-08-08,
BAC,Bank of America Corporation,6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,337955280741.61,213000.0,1973-01-02,"Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and..."
BACpB,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 6.000% Non-Cumulative Preferred Stock, Series GG",6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,,213000.0,2018-05-07,"Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and..."
BACpK,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.875% Non- Cumulative Preferred Stock, Series HH",6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,,213000.0,2018-07-17,"Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and..."
BACpM,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series KK",6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,,213000.0,2019-06-18,"Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and..."
BACpN,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 5.000% Non-Cumulative Preferred Stock, Series LL",6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,,213000.0,2019-09-10,"Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and..."
BACpO,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.375% Non-Cumulative Preferred Stock, Series NN",6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,,213000.0,2020-10-27,"Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and..."
BACpP,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 4.125% Non- Cumulative Preferred Stock, Series PP",6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,,213000.0,2021-01-25,"Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and..."
BACpS,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.750% Non-Cumulative Preferred Stock, Series SS",6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,,213000.0,2022-01-28,"Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and..."
BAH,Booz Allen Hamilton Holding Corporation,8742,SERVICES-MANAGEMENT CONSULTING SERVICES,stocks,XNYS,12643940820.7,35800.0,2010-11-17,"Booz Allen Hamilton Holding Corp provides technology solutions in areas such as artificial intelligence, cybersecurity, and related fields. The company serves U.S. federal government agencies, commerc..."
BAI,iShares A.I. Innovation and Tech Active ETF,,,stocks,ARCX,,,2024-10-22,
BAK,Braskem S.A. American Depositary Shares (Each representing Two Class A  Preferred Shares),,,stocks,XNYS,1522209666.9199998,8382.0,1998-12-21,"Braskem SA manufactures and sells chemicals, petrochemicals, fuels, and utilities. The company's geographical segments include Brazil; the United States and Europe and Mexico. It derives a majority of..."
BALI,iShares Advantage Large Cap Income ETF,,,stocks,BATS,,,2023-09-28,
BALL,Ball Corporation,3411,METAL CANS,stocks,XNYS,15044351241.92,16000.0,1972-09-21,"Ball is the world's largest metal can manufacturer with market share over 30% in its three main regions (North America, Europe, and South America). The company is focused on increasing capacity amid a..."
BALY,Bally's Corporation,7011,HOTELS & MOTELS,stocks,XNYS,489151686.1,10000.0,2016-04-27,"Ballys Corp is a gaming, hospitality, and entertainment company with a portfolio of casinos and resorts and a growing omnichannel presence. It provides customers with physical and interactive entertai..."
BAM,Brookfield Asset Management Ltd.,6282,INVESTMENT ADVICE,stocks,XNYS,88779986183.09999,2500.0,2022-12-01,Brookfield Asset Management Ltd engages in providing alternative asset management services through an ownership interest in a alternative asset management business. It offers a range of alternative in...
BANC,"Banc of California, Inc.",6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,2198994495.83,1903.0,2002-08-23,"Banc of California Inc is a financial holding company. It offers banking and financial services. Its services include banking services, lending services, and private banking services. Its deposit and ..."
BAP,Credicorp LTD,,,stocks,XNYS,16936772047.800001,46621.0,1995-10-25,"Credicorp Ltd is a Peruvian financial services company. It operates in four business lines, including Universal Banking, Insurance and Pensions, Microfinance, and Investment Management & Advisory. Its..."
BAR,GraniteShares Gold Shares,6221,COMMODITY CONTRACTS BROKERS & DEALERS,stocks,ARCX,,,2014-04-10,
BATT,Amplify Lithium & Battery Technology ETF,,,stocks,ARCX,,,2018-06-06,
BAX,Baxter International Inc.,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,stocks,XNYS,15831437119.550001,38000.0,1961-05-15,"Baxter offers a variety of medical supplies and equipment to providers. From its legacy operations, Baxter sells injectable therapies for use in care settings, including IV pumps, administrative sets,..."
BApA,"The Boeing Company Depositary Shares, each representing a 1/20th interest in a share of 6.00% Series A Mandatory Convertible Preferred Stock, par value $1.00",3721,AIRCRAFT,stocks,XNYS,,172000.0,2024-11-06,"Boeing is a major aerospace and defense firm. It operates in three segments: commercial airplanes; defense, space, and security; and global services. Boeing's commercial airplanes segment competes wit..."
BB,BlackBerry Limited,7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNYS,2513776782.83,1820.0,1999-02-04,"BlackBerry, once known for being the world's largest smartphone manufacturer, is now exclusively a software provider with a stated goal of end-to-end secure communications for enterprises. The firm pr..."
BBAG,JPMorgan BetaBuilders U.S. Aggregate Bond ETF,,,stocks,ARCX,,,2018-12-14,
BBAR,Banco BBVA Argentina S.A.,,,stocks,XNYS,3617031833.03,6289.0,1993-11-24,"Banco BBVA Argentina SA is a banking services provider in Argentina. It provides financial assistance to large corporations, small and medium-sized companies, as well as individuals. It bank provides ..."
BBAX,JPMorgan BetaBuilders Developed Asia Pacific-ex Japan ETF,,,stocks,BATS,,,2018-08-08,
BBCA,JPMorgan BetaBuilders Canada ETF,,,stocks,BATS,,,2018-08-08,
BBD,Banco Bradesco S.A. American Depositary Shares (Each representing one Preferred Shares),,,stocks,XNYS,30356024520.36,83285.0,1997-06-13,"Banco Bradesco is Brazil's second-largest private bank, with about 15% of deposits, and the largest insurance provider in Brazil, with roughly 20%-25% market share. The bank is majority controlled by ..."
BBDC,"Barings BDC, Inc.",,,stocks,XNYS,957856335.8,2.0,2007-02-15,"Barings BDC Inc operates as a closed-end, non-diversified investment company and has elected to be treated as a business development company. The company's investment objective is to generate current ..."
BBEU,JPMorgan BetaBuilders Europe ETF,,,stocks,BATS,,,2018-06-18,
BBHY,JPMorgan BetaBuilders USD High Yield Corporate Bond ETF,,,stocks,BATS,,,2016-09-15,
BBIN,JPMorgan BetaBuilders International Equity ETF,,,stocks,BATS,,,2019-12-05,
BBJP,JPMorgan BetaBuilders Japan ETF,,,stocks,BATS,,,2018-06-18,
BBN,BlackRock Taxable Municipal Bond Trust,,,stocks,XNYS,974467945.78,,2010-08-27,"BlackRock Taxable Municipal Bond Trust is a diversified, closed-end management investment company. Its investment objective is to seek high current income, with a secondary objective of capital apprec..."
BBRE,JPMorgan BetaBuilders MSCI U.S. REIT ETF,,,stocks,BATS,,,2018-06-18,
BBUC,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,,,stocks,XNYS,2079127943.0,26000.0,2022-03-04,Brookfield Business Corp is a company established as a vehicle that owns and operates certain services and industrial operations on a world-wide basis and an alternative vehicle for investors who pref...
BBUS,JPMorgan BetaBuilders U.S. Equity ETF,,,stocks,BATS,,,2019-03-13,
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",,,stocks,XNYS,86924940995.9,124741.0,1988-12-14,"Despite its Spanish origins, BBVA generates only around a quarter of its profits in Spain. We expect that on a normalised basis, BBVA's market-leading Mexican bank should contribute half of its earnin..."
BBW,"Build-A-Bear Workshop, Inc.",5945,"RETAIL-HOBBY, TOY & GAME SHOPS",stocks,XNYS,642069657.12,5100.0,2004-10-28,Build-A-Bear Workshop Inc is a U.S.-based specialty retailer of customized stuffed animals and related products. The company operates through three segments. Its Direct-to-consumer segment with key re...
BBWI,"Bath & Body Works, Inc.",5990,"RETAIL-RETAIL STORES, NEC",stocks,XNYS,5677544433.0199995,59210.0,1973-02-02,"Bath & Body Works is a specialty home fragrance and fragrant body care retailer operating under the Bath & Body Works, C.O. Bigelow, and White Barn brands. The company generates most of its business i..."
BBY,"Best Buy Company, Inc.",5731,"RETAIL-RADIO, TV & CONSUMER ELECTRONICS STORES",stocks,XNYS,15375471988.5,85000.0,1985-04-18,"With over $41 billion in consolidated 2024 sales, Best Buy is the largest pure-play consumer electronics retailer in the US, boasting roughly 8% share of the North American market and around 33% share..."
BC,Brunswick Corporation,3510,ENGINES & TURBINES,stocks,XNYS,3758404834.64,15000.0,1925-01-15,"Brunswick is a leading manufacturer in the marine recreation industry. The firm has more than 60 brands delivering products across propulsion (outboard, sterndrive, and inboard engines, propulsion-rel..."
BCAT,BlackRock Capital Allocation Term Trust,,,stocks,XNYS,1591536366.49,,2020-09-25,"BlackRock Capital Allocation Trust is a non-diversified, closed-end management investment company. The investment objective is to provide total return and income through a combination of current incom..."
BCC,Boise Cascade Company,5030,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,stocks,XNYS,3335871132.0,7530.0,2013-02-06,"Boise Cascade Co is a producer of engineered wood products (EWP) and plywood. The firm operates in two reportable segments, namely Wood Products and Building Materials Distribution. The Wood Products ..."
BCE,"BCE, Inc.",,,stocks,XNYS,20372323748.4,40390.0,1976-08-18,"BCE provides wireless, broadband, television, and landline phone services in Canada. It is one of the Big Three national wireless carriers, with over 10 million customers constituting about 30% of the..."
BCH,Banco de ChileAmerican Depositary Shares (Each representing 200 shares of Common Stock),,,stocks,XNYS,15248528407.140001,11251.0,2002-01-02,"Operating under three separate brand names (Banco de Chile, Banco Edwards-Citi, and Banco CrediChile) Banco de Chile is the second largest in the country by loans and third largest by deposits. Banco ..."
BCI,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,,,stocks,ARCX,,,2017-03-31,
BCO,The Brink's Company,4731,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,stocks,XNYS,3530939411.5099998,68100.0,1984-11-05,"The Brink's Co is a provider of secure logistics and security solutions for cash and other valuables. Its segments include: North America segment includes operations in the U.S. and Canada, including ..."
BCOR,Grayscale Bitcoin Adopters ETF,6199,FINANCE SERVICES,stocks,ARCX,,,2025-04-30,
BCS,Barclays PLC,,,stocks,XNYS,64289510302.5,91500.0,1986-09-09,"Barclays is a universal bank headquartered in the United Kingdom. It operates via five principal segments; UK (retail), UK corporate bank, private bank and wealth management, investment bank, and US c..."
BCSF,"Bain Capital Specialty Finance, Inc.",,,stocks,XNYS,1024273725.53,,2018-11-15,"Bain Capital Specialty Finance Inc is an externally managed, closed-end, non-diversified management investment company. The company's objective is to provide risk-adjusted returns and current income t..."
BCX,BLACKROCK RESOURCES & COMMODITIES STRATEGY TRUST,,,stocks,XNYS,738141089.28,,2011-03-29,"BlackRock Resources & Commodities Strategy Trust operates as an investment trust. Its investment objective is to seek high current income and current gains, with a secondary objective of capital appre..."
BCpC,Brunswick Corporation 6.375% Notes due 2049,3510,ENGINES & TURBINES,stocks,XNYS,,,2019-03-08,
BDC,Belden Inc.,3357,DRAWING & INSULATING OF NONFERROUS WIRE,stocks,XNYS,4435102746.27,7500.0,1993-11-24,"Belden designs, manufactures, and markets advanced networking, connectivity, and cable solutions for industrial automation, smart buildings, and broadcast markets. Their portfolio includes cables, con..."
BDJ,BlackRock Enhanced Equity Dividend Trust,,,stocks,XNYS,1534110453.6299999,,2005-08-26,"BlackRock Enhanced Equity Dividend Trust is a United States closed-end management investment company. Its investment objective is to seek current income and current gains, with a secondary objective o..."
BDN,Brandywine Realty Trust,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,778277268.0,290.0,1986-07-23,"Brandywine Realty Trust engaged in the acquisition, development, redevelopment, ownership, management, and operation of a portfolio of office, life science/lab, residential, and mixed-use properties. ..."
BDRY,Breakwave Dry Bulk Shipping ETF,6221,COMMODITY CONTRACTS BROKERS & DEALERS,stocks,ARCX,,,2018-03-20,
BDX,"Becton, Dickinson and Co.",3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,stocks,XNYS,49442644989.14,74000.0,1963-09-25,"Becton, Dickinson is the world's largest manufacturer and distributor of medical surgical products, such as needles, syringes, and sharps-disposal units. The company also manufactures prefilled device..."
BE,Bloom Energy Corporation,3620,ELECTRICAL INDUSTRIAL APPARATUS,stocks,XNYS,4976659026.58,2127.0,2018-07-25,"Bloom Energy designs, manufactures, sells, and installs solid-oxide fuel cell systems (""Energy Servers"") for on-site power generation. Bloom Energy Servers are fuel-flexible and can use natural gas, b..."
BEKE,KE Holdings Inc. American Depositary Shares (each representing three Class A Ordinary Shares),,,stocks,XNYS,23012493303.280003,135072.0,2020-08-13,"KE Holdings, or Beike, is a large residential real estate sales and rental brokerage company in China. Founded in 2001, the company operates through self-owned Lianjia stores in Beijing and Shanghai a..."
BEN,"Franklin Resources, Inc.",6282,INVESTMENT ADVICE,stocks,XNYS,11498405934.6,10000.0,1983-09-23,"Franklin Resources provides investment services for individual and institutional investors. At the end of February 2025, Franklin had $1.577 trillion in managed assets, composed primarily of equity (3..."
BEP,Brookfield Renewable Partners L.P.,,,stocks,XNYS,7330155209.400001,5270.0,2001-10-16,"Brookfield Renewable is a globally diversified, multitechnology owner and operator of clean energy assets. The company's portfolio consists of hydroelectric, wind, solar, and storage facilities in Nor..."
BEPC,Brookfield Renewable Corporation Class A Exchangeable Subordinate Voting Shares,,,stocks,XNYS,5716842619.38,1885.0,2020-07-24,"Brookfield Renewable is a globally diversified, multitechnology owner and operator of clean energy assets. The company's portfolio consists of hydroelectric, wind, solar, and storage facilities in Nor..."
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,,,stocks,XNYS,,,2021-04-16,
BETZ,Roundhill Sports Betting & iGaming ETF,,,stocks,ARCX,,,2020-06-04,
BFH,"Bread Financial Holdings, Inc.",6141,PERSONAL CREDIT INSTITUTIONS,stocks,XNYS,2381265000.0,6000.0,2001-06-07,"Formed by a combination of JCPenney's credit card processing unit and The Limited's credit card bank business, Bread Financial is a provider of private-label and co-branded credit cards, loyalty progr..."
BFK,BlackRock Municipal Income Trust,,,stocks,XNYS,417936587.08,,2001-07-27,Blackrock Municipal Income Trust is a closed-end municipal bond fund. Its investment objective is to provide current income exempt from regular U.S. federal income tax....
BFS,"Saul Centers, Inc.",6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,844881062.85,149.0,1993-08-24,"Saul Centers Inc is a self-managed real estate investment trust which invests in, operates and develops retail and commercial properties. The company's portfolio includes community and neighbourhood s..."
BFZ,BLACKROCK CA MUNICIPAL INC TR,,,stocks,XNYS,325589275.35,,2001-07-27,Blackrock CA Muni Income Tr is a United States-based closed-end management investment company. The investment objective of the trust is to provide current income exempt from regular U.S. federal incom...
BG,Bunge Global SA,2070,FATS & OILS,stocks,XNYS,10036019259.24,23000.0,2001-08-02,Bunge Global SA formerly Bunge Ltd is an agribusiness and food company with operations along the farm-to-consumer food chain. The company segments include Agribusiness; Refined and Specialty Oils; Mil...
BGB,Blackstone Strategic Credit 2027 Term Fund,,,stocks,XNYS,535079296.36,,2012-09-26,Blackstone Strategic Credit Fund is a closed-end term fund. Its primary investment objective is to seek high current income. The secondary objective of the fund is to seek the preservation of capital....
