ticker,name,sic_code,sic_description,market,primary_exchange,market_cap,total_employees,list_date,description
AVXL,Anavex Life Sciences,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",stocks,XNAS,676998786.36,2.0,2006-08-02,Anavex Life Sciences Corp is a clinical-stage biopharmaceutical company engaged in the development of differentiated therapeutics by applying precision medicine to central nervous system diseases with...
AXGN,"Axogen, Inc. Common Stock",3845,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,stocks,XNAS,474113498.04,452.0,1986-12-17,"Axogen Inc is engaged in the science, development, and commercialization of technologies for peripheral nerve regeneration and repair. The company provides clinically, economically effective repair so..."
AXON,"Axon Enterprise, Inc. Common Stock",3480,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)",stocks,XNAS,61019466445.6,4970.0,2001-06-07,Axon Enterprise Inc is building a public safety operating system by integrating a suite of hardware devices and cloud software solutions. The company's suite includes cloud-hosted digital evidence man...
AXSM,"Axsome Therapeutics, Inc",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,5409599422.55,589.0,2015-11-19,"Axsome Therapeutics Inc is a clinical-stage biopharmaceutical company. It is engaged in developing novel therapies for the management of the central nervous system, or CNS, disorders for which there a..."
AXTI,AXT Inc,3674,SEMICONDUCTORS & RELATED DEVICES,stocks,XNAS,83454738.06,1075.0,1998-05-21,"AXT Inc is a developer and producer of compound and single element semiconductor substrates, also known as wafers. The dominant substrates used in producing semiconductor chips and other electronic ci..."
AYTU,"AYTU BioPharma, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,18941153.5,102.0,2008-02-15,Aytu BioPharma Inc is a specialty pharmaceutical company with a commercial portfolio of prescription therapeutics and consumer health products. The company's primary prescription products treat attent...
AZN,AstraZeneca PLC,,,stocks,XNAS,226362484832.40002,94300.0,1993-05-18,"A merger between Astra of Sweden and Zeneca Group of the United Kingdom formed AstraZeneca in 1999. The firm sells branded drugs across a number of major therapeutic areas, including oncology (about 4..."
AZTA,"Azenta, Inc.",3559,"SPECIAL INDUSTRY MACHINERY, NEC",stocks,XNAS,1340436818.88,3000.0,1995-02-01,"Azenta Inc is a provider of life sciences solutions, enabling impactful breakthroughs and therapies to market faster. It provides a full suite of reliable cold-chain sample management solutions and ge..."
BAER,"Bridger Aerospace Group Holdings, Inc. Common Stock",7389,"SERVICES-BUSINESS SERVICES, NEC",stocks,XNAS,102368748.02000001,191.0,2023-01-25,"Bridger Aerospace Group Holdings Inc operates as an aerial firefighting company. It provides aerial wildfire surveillance, relief and suppression, and aerial firefighting services using next-generatio..."
BAND,Bandwidth Inc. Class A Common Stock,7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,448824758.2,1100.0,2017-11-10,"Bandwidth Inc is cloud-based communications platform-as-a-service (CPaaS) provider that enables enterprises to create, scale and operate voice or messaging communications services across any mobile ap..."
BANF,Bancfirst Corp,6021,NATIONAL COMMERCIAL BANKS,stocks,XNAS,4088201265.7200003,2135.0,1990-03-27,"BancFirst Corp is engaged in providing banking services. The company's business unit includes BancFirst metropolitan banks, BancFirst community banks, Pegasus Bank, Worthington, other financial servic..."
BANR,Banner Corp.,6022,STATE COMMERCIAL BANKS,stocks,XNAS,2168859481.6,1935.0,1995-11-01,"Banner Corp is a bank holding company. It wholly owns one subsidiary bank, Banner Bank. The Bank's primary business is that of traditional banking institutions, accepting deposits and originating loan..."
BASE,"Couchbase, Inc. Common Stock",7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,1074117097.56,792.0,2021-07-22,Couchbase Inc provides a modern cloud database that offers the robust capabilities required for business-critical applications on a scalable and available platform. It empower developers and architect...
BATRA,"Atlanta Braves Holdings, Inc. Series A Common Stock",7900,SERVICES-AMUSEMENT & RECREATION SERVICES,stocks,XNAS,2762231208.2400002,1450.0,2016-04-18,"Atlanta Braves Holdings Inc is a holding company. It operates through its wholly-owned subsidiary, which is the owner and operator of the Atlanta Braves Major League Baseball Club and the mixed-use re..."
BATRK,"Atlanta Braves Holdings, Inc. Series C Common Stock",7900,SERVICES-AMUSEMENT & RECREATION SERVICES,stocks,XNAS,2590726256.7200003,1450.0,2016-04-18,"Atlanta Braves Holdings Inc is a holding company. It operates through its wholly-owned subsidiary, which is the owner and operator of the Atlanta Braves Major League Baseball Club and the mixed-use re..."
BBCP,"Concrete Pumping Holdings, Inc. Common Stock",1700,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,stocks,XNAS,305665193.25,1590.0,2018-12-07,Concrete Pumping Holdings Inc is a provider of concrete pumping services and concrete waste management services in the fragmented United States and United Kingdom markets. Its large fleet of specializ...
BBH,VanEck Biotech ETF,,,stocks,XNAS,,,2011-12-21,
BBIO,"BridgeBio Pharma, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,7411044501.6,730.0,2019-06-27,"BridgeBio Pharma is a biotechnology company focused on discovering, developing, testing, and delivering transformative treatments for patients with genetic diseases. The company has four programs in i..."
BBSI,Barrett Business Services,7363,SERVICES-HELP SUPPLY SERVICES,stocks,XNAS,1081136925.2,3658.0,1993-06-11,Barrett Business Services Inc is a provider of payroll administrative services and staffing services. The company categories of services include professional employer services and staffing. Profession...
BCAX,Bicara Therapeutics Inc. Common Stock,2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,626075782.64,,2024-09-13,Bicara Therapeutics Inc is a clinical-stage biopharmaceutical company bringing transformative bifunctional therapies to patients with solid tumors. Its program ficerafusp alfa is a bifunctional antibo...
BCBP,BCB Bancorp Inc (NJ),6035,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",stocks,XNAS,135413127.03,316.0,2002-05-22,"BCB Bancorp Inc is a bank holding company. The company offers loans, including commercial and multi-family real estate loans, home equity loans, construction loans, consumer loans, and commercial busi..."
BCPC,Balchem Corporation,2800,CHEMICALS & ALLIED PRODUCTS,stocks,XNAS,5481989779.07,1379.0,1986-06-03,"Balchem Corp is engaged in the development, manufacture, and marketing of specialty performance ingredients and products for various industries. The company's reportable segments are; Human Nutrition ..."
BCRX,BioCryst Pharmaceuticals Inc,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",stocks,XNAS,2324770544.14,580.0,1994-03-03,"BioCryst Pharmaceuticals Inc is a biotechnology company involved mainly in the research and development of novel small-molecule drugs, to block key enzymes involved in infectious and inflammatory dise..."
BCYC,Bicycle Therapeutics plc American Depositary Shares,2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,591428681.76,305.0,2019-05-23,Bicycle Therapeutics PLC is a clinical-stage biopharmaceutical company developing a novel class of medicines which are referred to as Bicycles. The Bicycles are synthetic short peptides constrained to...
BDMD,Baird Medical Investment Holdings Ltd Ordinary Share,,,stocks,XNAS,207744329.9577,143.0,2024-10-02,Baird Medical Investment Holdings Ltd is one of the microwave ablation medical device developers and providers in the PRC for minimally invasive treatment of tumors. Its proprietary medical devices ar...
BDTX,"Black Diamond Therapeutics, Inc. Common Stock",2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",stocks,XNAS,141019334.8,54.0,2020-01-30,Black Diamond Therapeutics Inc is a clinical-stage oncology company developing MasterKey therapies that target families of oncogenic mutations in patients with cancer. It is engaged in the discovery a...
BEAM,Beam Therapeutics Inc. Common Stock,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",stocks,XNAS,1827122397.9800003,502.0,2020-02-06,"Beam Therapeutics Inc is a biotechnology company committed to creating a new class of precision genetic medicines based on its proprietary base editing technology, with a vision of providing lifelong ..."
BEAT,"Heartbeam, Inc. Common Stock",3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,stocks,XNAS,53757434.13,19.0,2021-11-11,"HeartBeam Inc is a medical technology company primarily focusing on developing and commercializing higher resolution ambulatory Electrocardiogram (""ECG"") solutions that enable the detection and monito..."
BEEM,Beam Global Common Stock,3674,SEMICONDUCTORS & RELATED DEVICES,stocks,XNAS,23756314.12,276.0,2008-05-13,"Beam Global produces sustainable technology for electric vehicle (EV) charging, outdoor media, and energy security, without the construction, disruption, and costs of grid-tied solutions. Its products..."
BEEP,Mobile Infrastructure Corporation Common Stock,6500,REAL ESTATE,stocks,XNAS,165784000.0,18.0,2023-08-28,"Mobile Infrastructure Corp focuses on acquiring, owning, and leasing parking facilities and related infrastructure, including parking lots, parking garages and other parking structures throughout the ..."
BELFB,Bel Fuse Inc,3677,"ELECTRONIC COILS, TRANSFORMERS & OTHER INDUCTORS",stocks,XNAS,984383653.9999999,5370.0,1998-07-10,"Bel Fuse Inc designs and manufactures electronic components that protect and connect electronic circuits. Its product portfolio is divided into three categories: magnetic solutions, power solutions & ..."
BETR,Better Home & Finance Holding Company Class A Common Stock,6163,LOAN BROKERS,stocks,XNAS,185038582.45,,2023-08-24,"Better Home & Finance Holding Co is a digital-first homeownership company whose services include mortgage, real estate, title, and homeowners insurance. The company has combined technology innovation ..."
BFC,Bank First Corporation Common Stock,6021,NATIONAL COMMERCIAL BANKS,stocks,XNAS,1139744842.08,366.0,2002-01-29,Bank First Corp is a United States-based company engaged in providing financial services provides a full range of consumer and commercial financial institution services to individuals and businesses i...
BFIN,BankFinancial Corporation,6035,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",stocks,XNAS,144294651.24,191.0,2005-06-24,"BankFinancial Corp is a full-service, national bank providing banking, financial planning and fiduciary services to individuals, families and businesses in the Chicago metropolitan area and on a regio..."
BFRG,"Bullfrog AI Holdings, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,17889497.5,17.0,2023-02-14,Bullfrog AI Holdings Inc is a clinical-phase Biotechnology company using machine learning to advance medicine and improve human health. It uses artificial intelligence and machine learning to advance ...
BFST,"Business First Bancshares, Inc. Common Stock",6022,STATE COMMERCIAL BANKS,stocks,XNAS,709116265.68,872.0,2018-04-09,"Business First Bancshares Inc is a bank holding company. The company's services include personal and commercial banking, treasury management, and wealth solutions. It provides a range of financial ser..."
BGC,"BGC Group, Inc. Class A Common Stock",6200,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",stocks,XNAS,4774336155.179999,4011.0,1999-12-10,"BGC Group Inc is a brokerage and financial technology company that serves financial markets, energy, and commodities markets. Its service and product offerings include brokerage for a wide range of fi..."
BGFV,Big 5 Sporting Goods Corp,5940,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,stocks,XNAS,29711581.900000002,7600.0,2002-06-25,"Big 5 Sporting Goods Corp is a specialty retailer company that is principally engaged in the sale of sporting goods in the Western United States. Its product mix includes athletic shoes, apparel, and ..."
BGRN,iShares Trust iShares USD Green Bond ETF,,,stocks,XNAS,,,2018-11-15,
BHST,BioHarvest Sciences Inc. Common Stock,,,stocks,XNAS,120947457.68,87.0,2019-02-11,BioHarvest Sciences Inc is the developer and owner of the patented bio-cell growth platform farming technology. This company is the industrial large-scale plant cell growth technology capable of direc...
BIB,ProShares Ultra NASDAQ Biotechnology,,,stocks,XNAS,,,2010-04-08,
BIDU,"Baidu, Inc.",,,stocks,XNAS,30478727639.36,45500.0,2005-08-05,"Baidu is the largest internet search engine in China with over 50% share of the search engine market in 2024 per web analytics firm, Statcounter. The firm generated 72% of core revenue from online mar..."
BIGC,"BigCommerce Holdings, Inc. Series 1 Common Stock",7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,429327134.56,1611.0,2020-08-05,BigCommerce Holdings Inc is engaged in offering Software-as-a-service (SaaS) e-commerce platform. The company's SaaS platform engages in the creation of online stores by delivering a combination of ea...
BIIB,Biogen Inc. Common Stock,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",stocks,XNAS,19656708662.8,7605.0,1991-09-17,"Biogen and Idec merged in 2003, combining forces to market Biogen's multiple sclerosis drug Avonex and Idec's cancer drug Rituxan. Today, Rituxan and next-generation antibody Gazyva (oncology) and Ocr..."
BILI,Bilibili Inc. American Depositary Shares,,,stocks,XNAS,8006930599.349999,8088.0,2018-03-28,"Bilibili is a Chinese online entertainment platform best known for its YouTube-like video-sharing site. Founded in 2009, it initially focused on long-form content centered around anime, comics, and ga..."
BIOA,"BioAge Labs, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,154155159.1,64.0,2024-09-26,"Bioage Labs Inc is a clinical-stage biopharmaceutical company developing therapeutic product candidates for metabolic diseases, such as obesity, by targeting the biology of human aging. Its focus is m..."
BIRD,"Allbirds, Inc. Class A Common Stock",2300,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,stocks,XNAS,81301073.01,542.0,2021-11-03,"Allbirds Inc is a lifestyle brand that innovates with naturally derived materials to make footwear and apparel products in a better way, while treading lighter on the planet. Its primary source of rev..."
BJRI,"BJ's Restaurants, Inc.",5812,RETAIL-EATING PLACES,stocks,XNAS,978846945.62,21000.0,1996-10-09,BJ's Restaurants Inc is involved in the business of owning and operating restaurants. The company operates in a single operating segment that is full-service company-owned restaurants. It has geograph...
BKCH,Global X Blockchain ETF,,,stocks,XNAS,,,2019-02-07,
BKR,Baker Hughes Company,3533,OIL & GAS FIELD MACHINERY & EQUIPMENT,stocks,XNAS,37975446541.75,57000.0,2017-07-05,"Following a 2022 reorganization, Baker Hughes operates across two segments: oilfield services and equipment, and industrial and energy technology. The firm's oilfield services and equipment segment, o..."
BL,"BlackLine, Inc. Common Stock",7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,3570943620.8999996,1830.0,2016-10-28,BlackLine Inc is engaged in providing financial accounting close solutions delivered as Software as a Service (SaaS). The Company's solutions enable its customers to address various aspects of their c...
BLBD,Blue Bird Corporation Common Stock,3713,TRUCK & BUS BODIES,stocks,XNAS,1290080064.11,1948.0,2014-03-20,Blue Bird Corp is an American bus manufacturing company. It is an independent designer and manufacturer of school buses. The company operates in two segments; the Bus segment which involves the design...
BLCN,Siren ETF Trust Siren Nasdaq NexGen Economy ETF,,,stocks,XNAS,,,2018-01-17,
BLDE,"Blade Air Mobility, Inc. Class A Common Stock",4522,"AIR TRANSPORTATION, NONSCHEDULED",stocks,XNAS,343513411.36,322.0,2021-05-10,"Blade Air Mobility Inc is a technology-powered air mobility platform that provides air transportation and logistics for hospitals and is a transporter of human organs for transplant, and for passenger..."
BLDP,Ballard Power Systems Inc.,,,stocks,XNAS,491726503.76,887.0,1995-11-08,"Ballard Power Systems Inc is engaged in design, development, manufacture, sale and service of proton exchange membrane (""PEM"") fuel cell products for a variety of applications, focusing on power produ..."
BLFS,BioLife Solutions Inc.,3845,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,stocks,XNAS,1133858316.64,159.0,1989-11-22,"BioLife Solutions Inc is a life sciences company that develops, manufactures, and markets bioproduction products and services that are designed to improve quality and de-risk biologic manufacturing, d..."
BLFY,Blue Foundry Bancorp Common Stock,6036,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",stocks,XNAS,194618592.00000003,184.0,2021-07-16,"Blue Foundry Bancorp is a full-service bank. Its business consists of originating one-to-four-family residential, multi-family, and non-residential real estate mortgages, home equity loans and lines o..."
BLKB,"Blackbaud, Inc.",7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,3041574863.7599998,2600.0,2004-07-22,"Founded in 1981, Blackbaud provides software solutions designed to serve the ""social good"" community, including nonprofits, foundations, corporations, educational institutions, healthcare institutions..."
BLMN,"Bloomin' Brands, Inc. Common Stock",5812,RETAIL-EATING PLACES,stocks,XNAS,708561037.17,81000.0,2012-08-08,"Bloomin Brands Inc operates as a casual dining restaurant company. The company's brand includes Outback Steakhouse, Carrabba's Italian Grill, Bonefish Grill, and Fleming's Prime Steakhouse and Wine Ba..."
BLNK,Blink Charging Co. Common Stock,3790,MISCELLANEOUS TRANSPORTATION EQUIPMENT,stocks,XNAS,97108775.6474,594.0,2008-07-15,"Blink Charging Co is an owner, operator, and provider of electric vehicle (EV) charging services. The company offers both residential and commercial EV charging equipment, enabling EV drivers to easil..."
BLZE,"Backblaze, Inc. Class A Common Stock",7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,308915881.78,346.0,2021-11-11,"Backblaze Inc provides cloud storage services. The company offers services such as Backblaze B2 Cloud Storage, which enables customers to store data, developers to build applications, and partners to ..."
BMBL,Bumble Inc. Class A Common Stock,7370,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",stocks,XNAS,551576204.16,1200.0,2021-02-11,"Bumble Inc is engaged in offering online dating services. The platform enables people to connect and build healthy and equitable relationships on their own terms. The company operates two apps, Bumble..."
BMEA,"Biomea Fusion, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,98815017.5,79.0,2021-04-16,Biomea Fusion Inc is a clinical-stage diabetes and obesity medicines company focused on the discovery and development of oral covalent small-molecule drugs to treat patients with metabolic diseases. T...
BMRC,Bank of Marin Bancorp,6022,STATE COMMERCIAL BANKS,stocks,XNAS,369888533.89,285.0,1994-10-31,Bank of Marin Bancorp is a United States-based bank holding company. It conducts business through its wholly-owned subsidiary. The Bank provides a wide range of financial services to customers such as...
BMRN,BioMarin Pharmaceuticals Inc,2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,10908199825.2,3040.0,1999-07-23,"BioMarin is a global biotechnology company focused on developing and commercializing therapies for rare genetic diseases. BioMarin specializes in enzyme replacement therapies, gene therapies, and othe..."
BND,Vanguard Total Bond Market,,,stocks,XNAS,,,2007-04-10,
BNDW,Vanguard Total World Bond ETF,,,stocks,XNAS,,,2018-09-06,
BNDX,Vanguard Total International Bond ETF,,,stocks,XNAS,,,2013-06-04,
BNTX,BioNTech SE American Depositary Share,,,stocks,XNAS,26195584019.34,6772.0,2019-10-10,"BioNTech is a Germany-based biotechnology company that focuses on developing cancer therapeutics, including individualized immunotherapy, as well as vaccines for infectious diseases, including covid. ..."
BOKF,BOK Financial Corp,6021,NATIONAL COMMERCIAL BANKS,stocks,XNAS,6147928702.08,5030.0,1991-09-05,"BOK Financial Corp is a financial institution in Oklahoma, and it provides a comprehensive range of nationally competitive financial products and services. Its operating segments consist of commercial..."
BOLD,"Boundless Bio, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,24624172.1,64.0,2024-03-28,Boundless Bio Inc is a clinical-stage oncology company. The company is dedicated to unlocking a new paradigm in cancer therapeutics that addresses the unmet need in patients with oncogene-amplified tu...
BOOM,DMC Global Inc. Common Stock,3390,MISCELLANEOUS PRIMARY METAL PRODUCTS,stocks,XNAS,155524579.98,1600.0,1989-01-05,"DMC Global Inc operates a diversified family of technical product and process businesses serving the energy, industrial and infrastructure markets. Its business is organized into three segments: Arcad..."
BOTZ,Global X Funds Global X Robotics & Artificial Intelligence ETF,,,stocks,XNAS,,,,
BOXL,Boxlight Corporation Class A Common Stock,8200,SERVICES-EDUCATIONAL SERVICES,stocks,XNAS,3903163.25,159.0,2017-11-30,"Boxlight Corp is a technology company that develops, sells, and services interactive solutions predominantly for the education market but also for the corporate and government sectors. The company cur..."
BPMC,Blueprint Medicines Corporation,2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,8264579399.11,649.0,2015-04-30,"Blueprint Medicines Corp is a biopharmaceutical company. It is developing medicines in the following focus areas; allergy, inflammation, oncology, and hematology. Its approved medicines, including Avy..."
BPOP,Popular Inc,6022,STATE COMMERCIAL BANKS,stocks,XNAS,7251865427.9,9406.0,1990-03-26,"Popular Inc, based in Puerto Rico, is a financial holding company with four main subsidiaries: Banco Popular de Puerto Rico, a bank in Puerto Rico in terms of assets; Banco Popular North America, its ..."
BRKL,Brookline Bancorp Inc,6035,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",stocks,XNAS,937380444.5999999,1000.0,1998-03-25,"Brookline Bancorp Inc operates as a multi-bank holding company. It offers commercial, business, and retail banking services, including a full complement of cash management products, online banking ser..."
BRKR,Bruker Corporation,3826,LABORATORY ANALYTICAL INSTRUMENTS,stocks,XNAS,5941561995.63,11396.0,2000-08-04,"Bruker Corp manufactures scientific instruments and diagnostic tests for customers in the life sciences, applied markets, pharmaceutical, and biotechnology industries. The company operates in segments..."
BRKU,Direxion Daily BRKB Bull 2X Shares,,,stocks,XNAS,,,2024-12-11,
BRLT,"Brilliant Earth Group, Inc. Class A Common Stock",3910,"JEWELRY, SILVERWARE & PLATED WARE",stocks,XNAS,20093249.4,773.0,2021-09-23,"Brilliant Earth Group Inc is a digitally native omnichannel jewelry company. The company designs, procures and sells ethically-sourced diamonds, gemstones and jewelry online and through showrooms. The..."
BRRR,Coinshares Valkyrie Bitcoin Fund Common Shares of Beneficial Interest,6221,COMMODITY CONTRACTS BROKERS & DEALERS,stocks,XNAS,,,2024-01-11,
BRY,Berry Corporation (bry) Common Stock,1311,CRUDE PETROLEUM & NATURAL GAS,stocks,XNAS,210285707.42,1070.0,2017-07-14,"Berry Corp (bry) is a western United States independent upstream energy company with a focus on the conventional, long-lived oil reserves in the San Joaquin basin of California. Its operating segments..."
BRZE,"Braze, Inc. Class A Common Stock",7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,3237003815.5,1699.0,2021-11-17,"Braze Inc is a customer engagement platform that powers customer-centric interactions between consumers and brands. The company provides solutions for Retail & E-commerce, Media & Entertainment, Finan..."
BSCP,Invesco BulletShares 2025 Corporate Bond ETF,,,stocks,XNAS,,,2015-10-07,
BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,,,stocks,XNAS,,,2016-09-14,
BSCR,Invesco BulletShares 2027 Corporate Bond ETF,,,stocks,XNAS,,,2017-09-27,
BSCS,Invesco BulletShares 2028 Corporate Bond ETF,,,stocks,XNAS,,,2018-08-09,
BSET,Bassett Furniture Industries I,2511,"WOOD HOUSEHOLD FURNITURE, (NO UPHOLSTERED)",stocks,XNAS,138395428.5,1228.0,1972-06-01,"Bassett Furniture Industries Inc is a manufacturer, marketer, and retailer of home furnishings products in the United States. It operates through the following segments: The Wholesale segment focuses ..."
BSJP,Invesco BulletShares 2025 High Yield Corporate Bond ETF,,,stocks,XNAS,,,2017-09-27,
BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,,,stocks,XNAS,,,2018-08-09,
BSRR,Sierra Bancorp,6022,STATE COMMERCIAL BANKS,stocks,XNAS,383332679.79999995,489.0,1994-10-31,"Sierra Bancorp is a California-based bank holding company, which offers a range of retail and commercial banking services. it offers a wide range of deposit products and services for individuals and b..."
BSVO,EA Bridgeway Omni Small-Cap Value ETF,,,stocks,XNAS,,,2023-03-13,
BSY,"Bentley Systems, Incorporated Class B Common Stock",7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,14498598922.02,5500.0,2020-09-23,"Bentley Systems is a software vendor that caters to engineers, architects, constructors, and geospatial professionals by enabling design, modeling, simulation, project management, and data management ..."
BTAI,"BioXcel Therapeutics, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,11869850.16,37.0,2018-03-08,BioXcel Therapeutics Inc is a clinical-stage biopharmaceutical company. The company is focused on drug development utilizing novel artificial intelligence (AI) to identify the next wave of medicines a...
BTCT,BTC Digital Ltd. Ordinary Shares,6199,FINANCE SERVICES,stocks,XNAS,22004416.8,21.0,2020-03-31,BTC Digital Ltd is a crypto asset technology company based in the U.S. with a focus on bitcoin mining. The company also generates revenue through mining machine resale and rental business operations. ...
BTDR,Bitdeer Technologies Group Class A Ordinary Shares,,,stocks,XNAS,2756403740.49,246.0,2023-04-14,Bitdeer Technologies Group is principally engaged in provision of digital asset mining services. The Company does not conduct any substantive operations on its own but conducts its primary operations ...
BTF,Valkyrie ETF Trust II CoinShares Valkyrie Bitcoin and Ether Strategy ETF,,,stocks,XNAS,,,1993-02-12,
BTFX,Valkyrie ETF Trust II CoinShares Valkyrie Bitcoin Futures Leveraged Strategy ETF,,,stocks,XNAS,,,2024-02-22,
BTGD,Tidal Trust II STKd 100% Bitcoin & 100% Gold ETF,,,stocks,XNAS,,,2024-10-16,
BTM,Bitcoin Depot Inc. Class A Common Stock,6199,FINANCE SERVICES,stocks,XNAS,133167588.47999999,126.0,2023-07-03,Bitcoin Depot Inc owns and operates the widest network of BTMs across North America where customers can buy and sell Bitcoin. Bitcoin Depot helps power the digital economy for users of cash. It has lo...
BTMD,Biote Corp. Class A Common Stock,2833,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,stocks,XNAS,123739103.61,217.0,2022-05-27,"Biote Corp operates a growth practice-building business within the hormone optimization space. It provides the necessary components to enable Biote-certified practitioners to establish, build, and suc..."
BUG,Global X Cybersecurity ETF,,,stocks,XNAS,,,2019-10-29,
BUSE,First Busey Corporation Class A Common Stock,6022,STATE COMMERCIAL BANKS,stocks,XNAS,2042174282.54,1965.0,1994-10-31,"First Busey Corporation is a financial holding company, whose subsidiaries provides retail and commercial banking services, remittance processing, and offers financial products and services with banki..."
BWB,"Bridgewater Bancshares, Inc. Common Stock",6022,STATE COMMERCIAL BANKS,stocks,XNAS,415989581.36,292.0,2018-03-14,"Bridgewater Bancshares Inc is a financial holding company. Through its subsidiary, it offers various personal and commercial banking products and services such as savings accounts, certificates of dep..."
BWEN,"Broadwind, Inc. Common Stock",3360,NONFERROUS FOUNDRIES (CASTINGS),stocks,XNAS,44466668.96,411.0,2004-09-09,"Broadwind Inc is a precision manufacturer of structures, equipment and components for clean technology and other specialized applications. The company provide technologically high value products to cu..."
BWFG,Bankwell Financial Group Inc,6022,STATE COMMERCIAL BANKS,stocks,XNAS,275568545.0,144.0,2004-10-13,"Bankwell Financial Group Inc is a bank holding company, engaged in providing financial products and services. It offers products related to commercial lending, retail lending, depository services, and..."
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",6411,"INSURANCE AGENTS, BROKERS & SERVICE",stocks,XNAS,2750060280.94,4116.0,2019-10-24,"The Baldwin Insurance Group Inc is a United States-based insurance distribution firm. Its products include Business Insurance, Benefits Consulting, Reinsurance, Specialty MGA, Embedded Insurance., Per..."
BYND,"Beyond Meat, Inc. Common Stock",2000,FOOD AND KINDRED PRODUCTS,stocks,XNAS,262296953.45000002,754.0,2019-05-02,"Beyond Meat Inc is a provider of plant-based meat company offering a portfolio of revolutionary plant-based meats. It builds meat directly from plants, an innovation that enables consumers to experien..."
BYRN,"Byrna Technologies, Inc. Common Stock",3690,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",stocks,XNAS,671176828.35,167.0,2006-09-12,"Byrna Technologies Inc is a designer, manufacturer, retailer, and distributor of technological solutions for security situations that do not require the use of lethal force. The company generates its ..."
BZ,KANZHUN LIMITED American Depository Shares,,,stocks,XNAS,8293291094.0,5688.0,2021-06-11,"Kanzhun's Boss Zhipin job platform connects job seekers and employers. Boss Zhipin is China's largest online recruitment platform based on average number of monthly active users, or MAU, and was estab..."
BZUN,Baozun Inc. American Depositary Shares,,,stocks,XNAS,160020127.23,7650.0,2015-05-21,"Baozun Inc is engaged to provide its customers with end-to-end e-commerce solutions including the sales of apparel, home and electronic products, online store design and setup, visual merchandising an..."
CAAS,"China Automotive Systems, Inc.",3714,MOTOR VEHICLE PARTS & ACCESSORIES,stocks,XNAS,126716948.4,4313.0,2003-03-24,China Automotive Systems Inc is a holding company. The firm through its subsidiary is a supplier of power steering systems and components to China's automotive industry. Its product offering encompass...
CAC,Camden National Corporation,6021,NATIONAL COMMERCIAL BANKS,stocks,XNAS,672198903.2,586.0,1997-10-07,Camden National Corporation is a banking solutions provider in the United States. Its core business is providing commercial banking products to individuals and corporates. Its consumer and commercial ...
